id,station_id,time,weather,temperature,pressure,humidity,wind_speed,wind_direction
3133356,yanqing_meo,2018-05-01 10:00:00,Sunny/clear,16.2,958.2,38.0,1.7,93.0
3133357,miyun_meo,2018-05-01 10:00:00,Sunny/clear,19.4,1005.8,43.0,2.5,160.0
3133358,huairou_meo,2018-05-01 10:00:00,Sunny/clear,20.2,1005.4,37.0,2.7,287.0
3133359,shangdianzi_meo,2018-05-01 10:00:00,Sunny/clear,19.0,979.5,32.0,3.3,21.0
3133360,pinggu_meo,2018-05-01 10:00:00,Sunny/clear,16.6,1011.0,67.0,3.0,128.0
3133361,tongzhou_meo,2018-05-01 10:00:00,Sunny/clear,15.2,1012.7,78.0,2.9,112.0
3133362,chaoyang_meo,2018-05-01 10:00:00,Sunny/clear,18.9,1010.9,45.0,1.3,194.0
3133363,pingchang_meo,2018-05-01 10:00:00,Sunny/clear,18.8,1005.9,39.0,3.2,277.0
3133364,zhaitang_meo,2018-05-01 10:00:00,Sunny/clear,12.4,964.8,69.0,4.3,226.0
3133365,mentougou_meo,2018-05-01 10:00:00,Sunny/clear,15.9,1005.1,71.0,3.8,220.0
3133366,beijing_meo,2018-05-01 10:00:00,Sunny/clear,16.6,1011.6,58.0,4.1,262.0
3133367,shijingshan_meo,2018-05-01 10:00:00,Rain,17.6,1007.5,52.0,2.6,195.0
3133368,fengtai_meo,2018-05-01 10:00:00,Sunny/clear,16.9,1008.9,61.0,1.9,226.0
3133369,daxing_meo,2018-05-01 10:00:00,Sunny/clear,15.4,1010.9,70.0,3.3,257.0
3133370,fangshan_meo,2018-05-01 10:00:00,Sunny/clear,15.3,1009.6,62.0,2.1,239.0
3133371,xiayunling_meo,2018-05-01 10:00:00,Sunny/clear,11.8,968.6,87.0,2.1,142.0
3134887,shunyi_meo,2018-05-01 11:00:00,Sunny/clear,17.9,1012.3,57.0,3.3,170.0
3134888,hadian_meo,2018-05-01 11:00:00,Sunny/clear,16.8,1010.1,62.0,0.8,193.0
3134889,yanqing_meo,2018-05-01 11:00:00,Sunny/clear,15.5,958.9,41.0,4.0,61.0
3134890,miyun_meo,2018-05-01 11:00:00,Sunny/clear,18.8,1006.3,46.0,1.8,276.0
3134891,huairou_meo,2018-05-01 11:00:00,Sunny/clear,19.0,1006.2,41.0,3.5,177.0
3134892,shangdianzi_meo,2018-05-01 11:00:00,Sunny/clear,18.4,980.7,33.0,2.0,354.0
3134893,pinggu_meo,2018-05-01 11:00:00,Sunny/clear,16.0,1011.7,73.0,1.4,158.0
3134894,tongzhou_meo,2018-05-01 11:00:00,Sunny/clear,15.2,1014.0,78.0,2.5,182.0
3134895,chaoyang_meo,2018-05-01 11:00:00,Sunny/clear,17.4,1011.5,54.0,2.2,236.0
3134896,pingchang_meo,2018-05-01 11:00:00,Sunny/clear,17.7,1006.8,47.0,3.7,271.0
3134897,zhaitang_meo,2018-05-01 11:00:00,Sunny/clear,11.9,964.7,72.0,0.8,170.0
3134898,mentougou_meo,2018-05-01 11:00:00,Sunny/clear,16.6,1005.8,50.0,3.4,310.0
3134899,beijing_meo,2018-05-01 11:00:00,Sunny/clear,16.2,1012.4,62.0,2.1,170.0
3134900,shijingshan_meo,2018-05-01 11:00:00,Rain,17.2,1008.2,49.0,3.6,292.0
3134901,fengtai_meo,2018-05-01 11:00:00,Sunny/clear,16.5,1009.4,68.0,1.3,233.0
3134902,daxing_meo,2018-05-01 11:00:00,Sunny/clear,15.3,1011.6,76.0,1.8,207.0
3134903,fangshan_meo,2018-05-01 11:00:00,Sunny/clear,15.2,1010.1,64.0,2.5,252.0
3134904,xiayunling_meo,2018-05-01 11:00:00,Sunny/clear,11.2,968.3,88.0,1.5,97.0
3136420,shunyi_meo,2018-05-01 12:00:00,Rain,15.7,1012.8,77.0,3.1,178.0
3136421,hadian_meo,2018-05-01 12:00:00,Sleet,15.6,1010.4,77.0,0.6,171.0
3136422,yanqing_meo,2018-05-01 12:00:00,Sunny/clear,14.4,958.8,45.0,0.9,262.0
3136423,miyun_meo,2018-05-01 12:00:00,Rain,17.1,1008.0,60.0,0.9,185.0
3136424,huairou_meo,2018-05-01 12:00:00,Sunny/clear,16.8,1007.2,62.0,2.9,194.0
3136425,shangdianzi_meo,2018-05-01 12:00:00,Rain,14.4,982.6,61.0,2.2,78.0
3136426,pinggu_meo,2018-05-01 12:00:00,Rain,15.9,1013.0,72.0,1.8,281.0
3136427,tongzhou_meo,2018-05-01 12:00:00,Sleet,13.9,1014.6,90.0,2.3,112.0
3136428,chaoyang_meo,2018-05-01 12:00:00,Sleet,16.6,1012.3,59.0,2.2,141.0
3136429,pingchang_meo,2018-05-01 12:00:00,Overcast,16.2,1006.0,56.0,2.5,195.0
3136430,zhaitang_meo,2018-05-01 12:00:00,Sunny/clear,11.4,965.1,82.0,1.4,280.0
3136431,mentougou_meo,2018-05-01 12:00:00,Rain,15.0,1006.0,69.0,1.4,350.0
3136432,beijing_meo,2018-05-01 12:00:00,Sunny/clear,15.3,1012.7,70.0,2.5,156.0
3136433,shijingshan_meo,2018-05-01 12:00:00,Rain,14.5,1008.4,75.0,0.0,999017.0
3136434,fengtai_meo,2018-05-01 12:00:00,Rain,15.2,1009.5,86.0,0.0,999017.0
3136435,daxing_meo,2018-05-01 12:00:00,Sleet,14.3,1011.6,85.0,1.8,119.0
3136436,fangshan_meo,2018-05-01 12:00:00,Sleet,13.8,1010.3,77.0,0.1,999017.0
3136437,xiayunling_meo,2018-05-01 12:00:00,Overcast,11.0,968.5,91.0,0.6,27.0
3137953,shunyi_meo,2018-05-01 13:00:00,Sunny/clear,15.4,1013.6,75.0,2.4,97.0
3137954,hadian_meo,2018-05-01 13:00:00,Sunny/clear,15.6,1010.5,70.0,1.5,137.0
3137955,yanqing_meo,2018-05-01 13:00:00,Sunny/clear,13.5,959.9,50.0,0.7,58.0
3137956,miyun_meo,2018-05-01 13:00:00,Sunny/clear,15.1,1008.9,72.0,2.2,54.0
3137957,huairou_meo,2018-05-01 13:00:00,Sunny/clear,15.8,1008.2,71.0,1.1,85.0
3137958,shangdianzi_meo,2018-05-01 13:00:00,Sunny/clear,13.5,982.2,63.0,2.5,266.0
3137959,pinggu_meo,2018-05-01 13:00:00,Sunny/clear,14.7,1013.0,84.0,2.2,207.0
3137960,tongzhou_meo,2018-05-01 13:00:00,Cloudy,13.7,1014.3,92.0,1.5,110.0
3137961,chaoyang_meo,2018-05-01 13:00:00,Sunny/clear,15.2,1012.2,76.0,1.4,201.0
3137962,pingchang_meo,2018-05-01 13:00:00,Sunny/clear,16.3,1007.6,55.0,2.1,57.0
3137963,zhaitang_meo,2018-05-01 13:00:00,Sunny/clear,10.7,965.6,83.0,1.6,222.0
3137964,mentougou_meo,2018-05-01 13:00:00,Sunny/clear,14.3,1006.2,76.0,0.6,200.0
3137965,beijing_meo,2018-05-01 13:00:00,Sunny/clear,14.9,1012.6,80.0,2.0,176.0
3137966,shijingshan_meo,2018-05-01 13:00:00,Sunny/clear,14.8,1008.6,71.0,1.3,172.0
3137967,fengtai_meo,2018-05-01 13:00:00,Sunny/clear,15.4,1009.6,79.0,2.2,132.0
3137968,daxing_meo,2018-05-01 13:00:00,Sunny/clear,14.2,1012.2,84.0,2.9,124.0
3137969,fangshan_meo,2018-05-01 13:00:00,Sunny/clear,13.6,1010.6,83.0,2.4,130.0
3137970,xiayunling_meo,2018-05-01 13:00:00,Sunny/clear,10.4,969.1,91.0,0.7,179.0
3139486,shunyi_meo,2018-05-01 14:00:00,Sunny/clear,14.9,1013.6,81.0,2.2,171.0
3139487,hadian_meo,2018-05-01 14:00:00,Sunny/clear,15.2,1011.6,75.0,0.1,999017.0
3139488,yanqing_meo,2018-05-01 14:00:00,Sunny/clear,12.5,960.4,53.0,1.2,54.0
3139489,miyun_meo,2018-05-01 14:00:00,Sunny/clear,15.0,1007.8,69.0,1.2,284.0
3139490,huairou_meo,2018-05-01 14:00:00,Sunny/clear,14.9,1007.9,74.0,1.4,270.0
3139491,shangdianzi_meo,2018-05-01 14:00:00,Sunny/clear,12.2,982.1,72.0,0.8,261.0
3139492,pinggu_meo,2018-05-01 14:00:00,Sunny/clear,14.3,1012.6,86.0,1.2,262.0
3139493,tongzhou_meo,2018-05-01 14:00:00,Cloudy,13.7,1014.7,93.0,1.7,319.0
3139494,chaoyang_meo,2018-05-01 14:00:00,Sunny/clear,14.9,1013.4,81.0,0.9,42.0
